id_expedicion,codigo_pico,Año,host,Temporada,nombre_Temporada,Pais,Lideres,Exito,motivo_terminacion,altitud,cupo,Muertes,Accidente,Ruta,Fecha,Dia_Mas_Alto
AMAD17106,AMAD,2017,Nepal,1,Primavera,Nepal,Dawa Gyaljen Sherpa,No,Otro,0,4,0,Desconocido,SW Ridge,2017/12/30,1899/12/30
AMAD17107,AMAD,2017,Nepal,1,Primavera,Austria,Medardus Schweiger,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2017/05/14,2017/05/14
AMAD17301,AMAD,2017,Nepal,3,Otoño,Estados Unidos,Austin Shannon,Sí,Expedicion Completada(Pico Principal),6814,16,0,Congelamiento,SW Ridge,2017/10/25,2017/11/09
AMAD17302,AMAD,2017,Nepal,3,Otoño,Nueva Zelanda,Robert Smith,Sí,Expedicion Completada(Pico Principal),6814,9,0,Desconocido,SW Ridge,2017/10/22,2017/11/01
AMAD17303,AMAD,2017,Nepal,3,Otoño,Paises Bajos,Arnold Coster,Sí,Expedicion Completada(Pico Principal),6814,16,0,Desconocido,SW Ridge,2017/11/02,2017/11/02
AMAD17304,AMAD,2017,Nepal,3,Otoño,Irlanda,Robert Mortell,Sí,Expedicion Completada(Pico Principal),6814,18,0,Congelamiento,SW Ridge,2017/10/16,2017/10/26
AMAD17305,AMAD,2017,Nepal,3,Otoño,Austria,Juergen Greher,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2017/10/26,2017/11/01
AMAD17306,AMAD,2017,Nepal,3,Otoño,Reino Unido,Paul Noble,No,"Enfermedad, mal de altura, agotamiento o congelación.",6400,6,0,Desconocido,SW Ridge,2017/10/28,2017/11/02
AMAD17307,AMAD,2017,Nepal,3,Otoño,Polonia,Ryszard Pawlowski,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2017/10/23,2017/10/27
AMAD17308,AMAD,2017,Nepal,3,Otoño,Polonia,Marek Chmielarksi,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2017/10/24,2017/11/01
AMAD17309,AMAD,2017,Nepal,3,Otoño,Alemania,Wolfgang Pohl,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/11/07,2017/11/11
AMAD17310,AMAD,2017,Nepal,3,Otoño,Reino Unidoraine,Sergei Kovalev,Sí,Expedicion Completada(Pico Principal),6814,11,1,Desconocido,SW Ridge,2017/11/10,2017/11/10
AMAD17311,AMAD,2017,Nepal,3,Otoño,Reino Unido,Tim Mosedale,Sí,Expedicion Completada(Pico Principal),6814,22,0,Desconocido,SW Ridge,2017/11/11,2017/11/19
AMAD17312,AMAD,2017,Nepal,3,Otoño,España,Xavier Arias,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2017/10/26,2017/11/01
AMAD17313,AMAD,2017,Nepal,3,Otoño,España,Jose Torrents Mendez,Sí,Expedicion Completada(Pico Principal),6814,3,0,Congelamiento,SW Ridge,2017/10/14,2017/10/25
AMAD17314,AMAD,2017,Nepal,3,Otoño,España,Roberto Rodrigo,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/11/18,2017/11/18
AMAD17315,AMAD,2017,Nepal,3,Otoño,Suiza,Matthias Koenig,Sí,Expedicion Completada(Pico Principal),6814,1,0,Desconocido,SW Ridge,2017/10/22,2017/10/25
AMAD17316,AMAD,2017,Nepal,3,Otoño,Belgica,Davy Aerts,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/10/28,2017/11/05
AMAD17317,AMAD,2017,Nepal,3,Otoño,Lituania,Saulius Damaulevicius,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/10/11,2017/10/20
AMAD17318,AMAD,2017,Nepal,3,Otoño,Grecia,Alexios Passalidis,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2017/10/20,2017/10/25
AMAD17319,AMAD,2017,Nepal,3,Otoño,Rusia,Oxana Morneva,Sí,Expedicion Completada(Pico Principal),6814,14,0,Desconocido,SW Ridge,2017/10/18,2017/10/30
AMAD17320,AMAD,2017,Nepal,3,Otoño,Eslovenia,Franc Pepevnik,Sí,Expedicion Completada(Pico Principal),6814,4,0,Congelamiento,SW Ridge,2017/10/26,2017/11/02
AMAD17321,AMAD,2017,Nepal,3,Otoño,Alemania,Christian Gatniejewski,No,Otro,5900,2,0,Desconocido,SW Ridge,2017/11/02,2017/11/05
AMAD17322,AMAD,2017,Nepal,3,Otoño,Kosovo,Arineta Mula,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/11/07,2017/11/11
AMAD17323,AMAD,2017,Nepal,3,Otoño,Ecuador,Topo Mena,No,"Enfermedad, mal de altura, agotamiento o congelación.",5900,1,0,Desconocido,SW Ridge,2017/10/28,2017/11/02
AMAD17325,AMAD,2017,Nepal,3,Otoño,Noruega,Pal Roesrud,Sí,Expedicion Completada(Pico Principal),6814,12,0,Desconocido,SW Ridge,2017/10/29,2017/11/07
AMAD17326,AMAD,2017,Nepal,3,Otoño,Suiza,Markus Weber,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/10/19,2017/10/23
AMAD17328,AMAD,2017,Nepal,3,Otoño,Italia,Roberto Daz,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/11/11,2017/11/16
AMAD17329,AMAD,2017,Nepal,3,Otoño,Nepal,Pemba Norbu Sherpa,No,"Enfermedad, mal de altura, agotamiento o congelación.",6600,2,0,Desconocido,SW Ridge,2017/11/20,2017/11/25
AMAD17330,AMAD,2017,Nepal,3,Otoño,Rumania,Radu Albu,Sí,Expedicion Completada(Pico Principal),6814,14,0,Congelamiento,SW Ridge,2017/10/08,2017/10/19
AMAD17331,AMAD,2017,Nepal,3,Otoño,Austria,David Lama,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2017/10/03,2017/10/15
AMAD17332,AMAD,2017,Nepal,3,Otoño,España,David Fabregat,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/11/03,2017/11/10
AMAD17333,AMAD,2017,Nepal,3,Otoño,Austria,Sabrina Filzmoser,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/11/19,2017/11/23
AMAD17334,AMAD,2017,Nepal,3,Otoño,Estados Unidos,Mark Graham,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2017/10/23,2017/10/31
AMAD17336,AMAD,2017,Nepal,3,Otoño,Suiza,Bertrand Martenet,No,Mal Clima,6000,3,0,Desconocido,SW Ridge,2017/10/30,2017/11/04
AMAD17337,AMAD,2017,Nepal,3,Otoño,España,Sergi Mingote,Sí,Expedicion Completada(Pico Principal),6814,14,0,Congelamiento,SW Ridge,2017/11/01,2017/11/04
AMAD17338,AMAD,2017,Nepal,3,Otoño,Japon,Hiroki Nakayama,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/10/09,2017/10/19
AMAD17339,AMAD,2017,Nepal,3,Otoño,Israel,Shlomo Gdaliahu,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/10/16,2017/10/26
AMAD17340,AMAD,2017,Nepal,3,Otoño,Singapur,Anandan Bala,Sí,Expedicion Completada(Pico Principal),6814,10,0,Desconocido,SW Ridge,2017/11/18,2017/11/18
AMAD17341,AMAD,2017,Nepal,3,Otoño,Italia,Gian Pietro Serini,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/10/18,2017/10/18
AMAD17342,AMAD,2017,Nepal,3,Otoño,Polonia,Pawel Kajzerek,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2017/10/28,2017/11/04
AMAD17343,AMAD,2017,Nepal,3,Otoño,Japon,Kenji Kondo,Sí,Expedicion Completada(Pico Principal),6814,12,0,Desconocido,SW Ridge,2017/10/26,2017/11/03
AMAD17344,AMAD,2017,Nepal,3,Otoño,Polonia,Jaroslaw Zdanowicz,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2017/10/24,2017/10/24
AMAD17345,AMAD,2017,Nepal,3,Otoño,Nepal,Lhakpa Rangdu Sherpa,Sí,Expedicion Completada(Pico Principal),6814,9,0,Desconocido,SW Ridge,2017/11/06,2017/11/17
AMAD17346,AMAD,2017,Nepal,3,Otoño,Italia,Christian Denicolo,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2017/10/26,2017/11/02
AMAD17347,AMAD,2017,Nepal,3,Otoño,Estados Unidos,Matthew Bush,No,Mal Clima,6300,6,0,Desconocido,SW Ridge,2017/11/07,2017/11/20
AMAD17348,AMAD,2017,Nepal,3,Otoño,Nepal,Tshering Pande Bhote,Sí,Expedicion Completada(Pico Principal),6814,16,0,Desconocido,SW Ridge,2017/11/15,2017/11/21
AMAD17349,AMAD,2017,Nepal,3,Otoño,Irlanda,Peter O'Connell,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2017/11/18,2017/11/18
AMAD17350,AMAD,2017,Nepal,3,Otoño,Francia,Jean-Marc Nowak,No,"Falta (o pérdida) de suministros, apoyo o equipo",6550,1,0,Desconocido,SW Ridge,2017/10/20,2017/10/20
AMAD17351,AMAD,2017,Nepal,3,Otoño,Myanmar,Pyae Phyo Aung,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2017/11/18,2017/11/21
AMAD17352,AMAD,2017,Nepal,3,Otoño,Rumania,Justin Ionescu,No,"Enfermedad, mal de altura, agotamiento o congelación.",5950,2,0,Desconocido,SW Ridge,2017/10/26,2017/10/27
AMAD17353,AMAD,2017,Nepal,3,Otoño,Estados Unidos,Jaclyn Menor,Sí,Expedicion Completada(Pico Principal),6814,22,0,Desconocido,SW Ridge,2017/11/02,2017/11/02
AMAD17354,AMAD,2017,Nepal,3,Otoño,Austria,Rene Nessman,No,"Falta (o pérdida) de suministros, apoyo o equipo",5700,3,0,Desconocido,SW Ridge,2017/12/30,1899/12/30
AMAD17355,AMAD,2017,Nepal,3,Otoño,Reino Unidoraine,Sergiy Sukhyna,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2017/11/02,2017/11/02
AMAD17356,AMAD,2017,Nepal,3,Otoño,Corea del Sur,Jung Myung-Sun,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2017/11/01,2017/11/01
AMAD17357,AMAD,2017,Nepal,3,Otoño,Belgica,Stefan Wagemans,Sí,Expedicion Completada(Pico Principal),6814,1,0,Desconocido,SW Ridge,2017/11/16,2017/11/16
AMAD17358,AMAD,2017,Nepal,3,Otoño,Nepal,Niraj Karki,Sí,Expedicion Completada(Pico Principal),6814,1,0,Desconocido,SW Ridge,2017/11/04,2017/11/09
AMAD17359,AMAD,2017,Nepal,3,Otoño,Reino Unido,Graham Covington,No,Mal Clima,6000,2,0,Desconocido,SW Ridge,2017/10/31,2017/11/05
AMAD18101,AMAD,2018,Nepal,1,Primavera,Corea del Sur,Choi Seh-Wan,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2018/04/30,2018/05/12
AMAD18102,AMAD,2018,Nepal,1,Primavera,Irlanda,"Killian Cosgrave, Breiffini Crone",Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/04/07,2018/04/15
AMAD18103,AMAD,2018,Nepal,1,Primavera,Noruega,Jon Gangdal,No,"Enfermedad, mal de altura, agotamiento o congelación.",6700,7,0,Heridas Leves,SW Ridge,2018/03/30,2018/04/08
AMAD18104,AMAD,2018,Nepal,1,Primavera,Francia,Arnaud Vanhollebeke,No,Mal Clima,6000,3,0,Desconocido,SW Ridge,2018/04/23,2018/05/06
AMAD18105,AMAD,2018,Nepal,1,Primavera,Malasia,Raman Hachoodan,No,Mal Clima,6300,2,1,Desconocido,SW Ridge,2018/05/15,2018/05/15
AMAD18106,AMAD,2018,Nepal,1,Primavera,Hungria,Balazs Babina,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2018/05/13,2018/05/13
AMAD18107,AMAD,2018,Nepal,1,Primavera,España,Antonio Serano,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/05/08,2018/05/08
AMAD18301,AMAD,2018,Nepal,3,Otoño,Alemania,Martin Szwed,Sí,Expedicion Completada(Pico Principal),6814,35,0,Caída,SW Ridge,2018/10/17,2018/10/24
AMAD18302,AMAD,2018,Nepal,3,Otoño,Reino Unido,Tim Mosedale,Sí,Mal Clima,6814,23,1,Desconocido,SW Ridge,2018/11/17,2018/11/27
AMAD18303,AMAD,2018,Nepal,3,Otoño,Nueva Zelanda,Mark Austin,Sí,Expedicion Completada(Pico Principal),6814,15,0,Desconocido,SW Ridge,2018/10/23,2018/11/02
AMAD18304,AMAD,2018,Nepal,3,Otoño,Australia,Rolfe Oostra,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2018/11/02,2018/11/08
AMAD18305,AMAD,2018,Nepal,3,Otoño,Austria,Rupert Hauer,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2018/10/30,2018/11/01
AMAD18306,AMAD,2018,Nepal,3,Otoño,Austria,Andreas Neuschmid,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2018/10/19,2018/10/25
AMAD18307,AMAD,2018,Nepal,3,Otoño,Japon,Hiroyuki Kuraoka,No,Accidente,6100,4,0,Caída,SW Ridge,2018/10/24,2018/10/31
AMAD18308,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Nathan Berry,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2018/10/30,2018/11/09
AMAD18309,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Jonathan Spitzer,Sí,Expedicion Completada(Pico Principal),6814,12,0,Heridas Leves,SW Ridge,2018/10/23,2018/11/08
AMAD18310,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Jim Williams,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/11/16,2018/11/21
AMAD18311,AMAD,2018,Nepal,3,Otoño,Alemania,Hans-Jochen Netzer,Sí,Expedicion Completada(Pico Principal),6814,16,0,Desconocido,SW Ridge,2018/10/25,2018/11/02
AMAD18312,AMAD,2018,Nepal,3,Otoño,Francia,Jean-Luc Bremond,Sí,Expedicion Completada(Pico Principal),6814,8,0,Congelamiento,SW Ridge,2018/10/17,2018/10/26
AMAD18313,AMAD,2018,Nepal,3,Otoño,Malasia,Doris Situan,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2018/10/12,2018/10/20
AMAD18314,AMAD,2018,Nepal,3,Otoño,Reino Unido,Paul Noble,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2018/10/26,2018/11/02
AMAD18315,AMAD,2018,Nepal,3,Otoño,Italia,Davide Chiesa,Sí,Expedicion Completada(Pico Principal),6814,12,0,Desconocido,SW Ridge,2018/10/23,2018/11/01
AMAD18316,AMAD,2018,Nepal,3,Otoño,Nepal,Jyamchang Bhote,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/06,2018/10/10
AMAD18317,AMAD,2018,Nepal,3,Otoño,Reino Unidoraine,Taras Pozdnii,Sí,Expedicion Completada(Pico Principal),6814,9,0,Desconocido,SW Ridge,2018/11/04,2018/11/07
AMAD18318,AMAD,2018,Nepal,3,Otoño,Austria,Wolfgang Socher,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/25,2018/11/01
AMAD18319,AMAD,2018,Nepal,3,Otoño,España,Javier Herreros Pena,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/12,2018/10/17
AMAD18320,AMAD,2018,Nepal,3,Otoño,Paises Bajos,Arnold Coster,Sí,Expedicion Completada(Pico Principal),6814,11,0,Desconocido,SW Ridge,2018/10/30,2018/11/01
AMAD18321,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Devin Gala,Sí,Expedicion Completada(Pico Principal),6814,12,0,Desconocido,SW Ridge,2018/10/31,2018/10/31
AMAD18322,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Sid Pattison,Sí,Expedicion Completada(Pico Principal),6814,6,0,Desconocido,SW Ridge,2018/11/07,2018/11/11
AMAD18323,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Casey Grom,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/24,2018/10/30
AMAD18324,AMAD,2018,Nepal,3,Otoño,Suiza,Bertrand Martenet,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/28,2018/11/07
AMAD18325,AMAD,2018,Nepal,3,Otoño,Suiza,Timo Widmer,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/11/01,2018/11/08
AMAD18326,AMAD,2018,Nepal,3,Otoño,Argentina,Diego Grogovinas,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2018/10/13,2018/10/20
AMAD18327,AMAD,2018,Nepal,3,Otoño,Nepal,Nirmal Purja,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/29,2018/11/01
AMAD18328,AMAD,2018,Nepal,3,Otoño,Italia,Luciano Locatelli,Sí,Expedicion Completada(Pico Principal),6814,8,0,Desconocido,SW Ridge,2018/10/22,2018/11/01
AMAD18329,AMAD,2018,Nepal,3,Otoño,Italia,Francesco De Michelis,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/15,2018/10/17
AMAD18330,AMAD,2018,Nepal,3,Otoño,Suiza,Remigi Tschuor,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/11/03,2018/11/05
AMAD18331,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Paul Shaughnessy,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/11,2018/10/19
AMAD18332,AMAD,2018,Nepal,3,Otoño,China,Chen Xue,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/15,2018/10/26
AMAD18333,AMAD,2018,Nepal,3,Otoño,Japon,Naoki Ishikawa,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/11/01,2018/11/01
AMAD18334,AMAD,2018,Nepal,3,Otoño,Rumania,Justin Ionescu,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/22,2018/10/22
AMAD18335,AMAD,2018,Nepal,3,Otoño,Japon,Kenro Nakajima,Sí,Expedicion Completada(Pico Principal),6814,10,0,Desconocido,SW Ridge,2018/10/19,2018/10/19
AMAD18336,AMAD,2018,Nepal,3,Otoño,Mexico,Ignacio Anaya,Sí,Expedicion Completada(Pico Principal),6814,1,0,Desconocido,SW Ridge,2018/10/25,2018/10/25
AMAD18337,AMAD,2018,Nepal,3,Otoño,Francia,Philippe Genin,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/31,2018/10/31
AMAD18338,AMAD,2018,Nepal,3,Otoño,Reino Unido,Rami Rasamny,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/18,2018/10/27
AMAD18339,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Joshua Woodward,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2018/10/14,2018/10/30
AMAD18340,AMAD,2018,Nepal,3,Otoño,Nepal,Tshering Pande Bhote,No,Mal Clima,6300,10,1,Desconocido,SW Ridge,2018/11/15,2018/11/15
AMAD18341,AMAD,2018,Nepal,3,Otoño,Canada,Chun-Man To,Sí,Expedicion Completada(Pico Principal),6814,15,0,Desconocido,SW Ridge,2018/11/09,2018/11/09
AMAD18342,AMAD,2018,Nepal,3,Otoño,Serbia,Vladimir Naumovic,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2018/10/31,2018/10/31
AMAD18343,AMAD,2018,Nepal,3,Otoño,Francia,Nicolas Roche,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/17,2018/10/17
AMAD18345,AMAD,2018,Nepal,3,Otoño,Polonia,Hanna Bruss,Sí,Expedicion Completada(Pico Principal),6814,1,0,Desconocido,SW Ridge,2018/10/21,2018/10/31
AMAD18346,AMAD,2018,Nepal,3,Otoño,Francia,Frederic Delloye,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2018/10/26,2018/10/26
AMAD18347,AMAD,2018,Nepal,3,Otoño,Brasil,Carlos Eduardo Santalena,Sí,Expedicion Completada(Pico Principal),6814,16,0,Desconocido,SW Ridge,2018/10/27,2018/10/27
AMAD18348,AMAD,2018,Nepal,3,Otoño,Francia,Bruno Serraz,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/10/30,2018/10/30
AMAD18349,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Michael Coyle,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/11/06,2018/11/08
AMAD18350,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Chad Peele,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SW Ridge,2018/11/09,2018/11/09
AMAD18351,AMAD,2018,Nepal,3,Otoño,Nepal,Prakash Raj Pandey,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/11/08,2018/11/08
AMAD18352,AMAD,2018,Nepal,3,Otoño,China,Wang Zhi-Wei,Sí,Expedicion Completada(Pico Principal),6814,24,0,Desconocido,SW Ridge,2018/10/20,2018/10/28
AMAD18353,AMAD,2018,Nepal,3,Otoño,Canada,Valeri Babanov,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SW Ridge,2018/11/07,2018/11/07
AMAD18354,AMAD,2018,Nepal,3,Otoño,Canada,Liliya Ianovskaia,Sí,Expedicion Completada(Pico Principal),6814,10,0,Desconocido,SW Ridge,2018/11/08,2018/11/08
AMAD18355,AMAD,2018,Nepal,3,Otoño,Canada,Jing-Sheng Cai,Sí,Expedicion Completada(Pico Principal),6814,22,0,Desconocido,SW Ridge,2018/10/31,2018/10/31
AMAD18356,AMAD,2018,Nepal,3,Otoño,Rusia,Aleksei Lonchinskiy,No,Mal Clima,6100,3,0,Desconocido,SW Ridge,2018/12/30,1899/12/30
AMAD18357,AMAD,2018,Nepal,3,Otoño,Italia,Angelo Lobina,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SW Ridge,2018/10/27,2018/10/27
AMAD18358,AMAD,2018,Nepal,3,Otoño,Emiratos Árabes Unidos,Mohamed Sulaiman Mohamed Aldhuhoori,Sí,Expedicion Completada(Pico Principal),6814,11,0,Desconocido,SW Ridge,2018/11/09,2018/11/18
AMAD18359,AMAD,2018,Nepal,3,Otoño,Noruega,Elisabeth Sorasen,Sí,Expedicion Completada(Pico Principal),6814,15,0,Desconocido,SW Ridge,2018/11/09,2018/11/09
AMAD18360,AMAD,2018,Nepal,3,Otoño,Reino Unido,James Holding,Sí,Expedicion Completada(Pico Principal),6814,14,0,Desconocido,SW Ridge,2018/11/19,2018/11/19
AMAD18361,AMAD,2018,Nepal,3,Otoño,Reino Unido,Phil Crampton,Sí,Expedicion Completada(Pico Principal),6814,14,0,Desconocido,SW Ridge,2018/11/22,2018/12/04
AMAD18362,AMAD,2018,Nepal,3,Otoño,Rusia,Anna Rybakova,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SE Ridge,2018/11/09,2018/11/09
AMAD18363,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Kelvin Phi Nguyen,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SE Ridge,2018/10/11,2018/10/19
AMAD18364,AMAD,2018,Nepal,3,Otoño,Estados Unidos,Gina Badescu,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SE Ridge,2018/11/07,2018/11/07
AMAD18365,AMAD,2018,Nepal,3,Otoño,Alemania,Nick Buslay,Sí,Expedicion Completada(Pico Principal),6814,4,0,Desconocido,SE Ridge,2018/10/25,2018/10/25
AMAD18366,AMAD,2018,Nepal,3,Otoño,Australia,David Christensen,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SE Ridge,2018/11/02,2018/11/02
AMAD18367,AMAD,2018,Nepal,3,Otoño,Francia,Paul Kroely,Sí,Expedicion Completada(Pico Principal),6814,2,0,Desconocido,SE Ridge,2018/11/01,2018/11/01
AMAD18368,AMAD,2018,Nepal,3,Otoño,Kazajistán,Alexandr Morokhovets,Sí,Expedicion Completada(Pico Principal),6814,7,0,Desconocido,SE Ridge,2018/11/07,2018/11/07
AMAD18370,AMAD,2018,Nepal,3,Otoño,España,Elias De Andres Martos,No,Mal Clima,6000,6,0,Desconocido,SW Ridge,2018/11/11,2018/11/16
AMAD18371,AMAD,2018,Nepal,3,Otoño,Nepal,Sherpa Rope-Fixing,Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2018/10/14,2018/10/14
AMAD18372,AMAD,2018,Nepal,3,Otoño,Suiza,Laurence Lattion,No,"Enfermedad, mal de altura, agotamiento o congelación.",6000,2,0,Desconocido,SW Ridge,2018/10/27,2018/10/27
AMAD18401,AMAD,2018,Nepal,4,Invierno,Australia,Aedan Muloney,No,Mal Clima,6300,3,0,Desconocido,SW Ridge,2018/12/08,2018/12/12
AMAD19101,AMAD,2019,Nepal,1,Primavera,España,Joseba Ellorieta,Sí,Expedicion Completada(Pico Principal),6814,2,0,Congelamiento,SW Ridge,2019/04/23,2019/05/09
AMAD19103,AMAD,2019,Nepal,1,Primavera,Suiza,Daniel Doerig,No,Mal Clima,5950,3,0,Desconocido,SW Ridge,2019/04/21,2019/04/28
AMAD19104,AMAD,2019,Nepal,1,Primavera,Suiza,Kari Kobler,No,Mal Clima,5800,6,0,Desconocido,SW Ridge,2019/04/03,2019/04/05
AMAD19105,AMAD,2019,Nepal,1,Primavera,Kazajistán,Maxut Zhumayev,Sí,Expedicion Completada(Pico Principal),6814,5,0,Desconocido,SW Ridge,2019/04/24,2019/05/03
AMAD19106,AMAD,2019,Nepal,1,Primavera,Chequia,Jan Travnicek,No,Mal Clima,6700,15,0,Desconocido,SW Ridge,2019/04/16,2019/04/26
AMAD19107,AMAD,2019,Nepal,1,Primavera,España,"Javier Bonatti, Josep Ribas",Sí,Expedicion Completada(Pico Principal),6814,3,0,Desconocido,SW Ridge,2019/05/05,2019/05/13
AMAD19108,AMAD,2019,Nepal,1,Primavera,Dinamarca,Kenneth Jensen,No,"Enfermedad, mal de altura, agotamiento o congelación.",6000,2,0,Desconocido,SW Ridge,2019/04/12,2019/04/16
AMAD19110,AMAD,2019,Nepal,1,Primavera,Nueva Zelanda,Richard Moss,No,Mal Clima,6200,2,0,Desconocido,SW Ridge,2019/04/15,2019/04/18
AMAD19112,AMAD,2019,Nepal,1,Primavera,Suiza,Manuel Laesser,Sí,Expedicion Completada(Pico Principal),6814,12,0,Desconocido,SW Ridge,2019/04/23,2019/05/03
