id_pico,descripcion,id_localizacion,abierto,altura,cambio_trekking,sin_aprobacion,año_de_cambio,estado,restricciones,codigo_pico
350,Peri Himal,306,1,6296,0,0,0,Sin escalar,abierto en 2014,PERH
351,Peri,307,1,6174,0,0,0,Escalado,abierto en 2014,PERI
352,Pethangtse,308,1,6739,0,0,0,Escalado,abierto en 2002,PETH
353,Pharilapcha,202,0,6017,1,0,2002,Escalado,abierto en 2002,PHAR
354,Phungi,309,1,6524,0,0,0,Sin escalar,abierto en 2014,PHNG
355,Phungi Himal,310,1,6538,0,0,0,Escalado,abierto en 2003,PHNH
356,Phole,311,1,6645,0,0,0,Sin escalar,abierto en 2002,PHOL
357,Phu Kang Go,312,1,6767,0,0,0,Escalado,abierto en 2014,PHUG
358,Phu Kang,313,1,6694,0,0,0,Escalado,abierto en 2003,PHUK
359,Phu Kang North,313,1,6580,0,0,0,Sin escalar,abierto en 2014,PHUN
360,Phurbi Chhyachu,314,1,6637,0,0,0,Escalado,No hay,PHUR
361,Pimu,224,0,6344,0,1,0,Escalado,No hay,PIMU
362,Pisang,315,0,6091,1,0,1978,Escalado,No hay,PISA
363,Peak 4,316,1,6736,0,0,0,Sin escalar,abierto en 2003,PK04
364,Peak 29,317,1,7871,0,0,0,Escalado,No hay,PK29
365,Peak 41,318,1,6648,0,0,2002,Escalado,abierto en 2002,PK41
366,Pankar Himal,319,1,6264,0,0,0,Escalado,abierto en 2014,PKAR
367,Palung,320,0,7012,0,1,0,Escalado,Pico entereamente en China,PLNG
368,Pointed Peak,321,0,5850,0,1,0,Escalado,No hay,POIN
369,Pokalde,4,0,5780,1,0,1978,Escalado,No hay,POKA
370,Pokharkang,322,1,6372,0,0,0,Escalado,abierto en 2002,POKR
371,Pota Himal North,323,1,6182,0,0,0,Escalado,abierto en 2014,POTA
372,Pethangtse East,324,1,6572,0,0,0,Escalado,abierto en 2014,PTHE
373,Punchen Himal,325,1,6049,0,0,0,Sin escalar,No hay,PUCH
374,Pumori,326,1,7138,0,0,0,Escalado,No hay,PUMO
375,Purbung Himal,327,1,6500,0,0,0,Escalado,abierto en 2002,PURB
376,Purkhung,328,1,6126,0,0,0,Escalado,abierto en 2002,PURK
377,Putha Hiunchuli,329,1,7246,0,0,0,Escalado,No hay,PUTH
378,Pyramid Peak,184,1,7140,0,0,0,Escalado,No hay,PYRM
379,Raksha Urai,330,1,6609,0,0,0,Escalado,No hay,RAKS
380,Ramtang Chang,331,1,6802,0,0,0,Escalado,abierto en 2002,RAMC
381,Ramdung,332,0,5900,1,0,1978,Escalado,No hay,RAMD
382,Ramtang,333,1,6601,0,0,0,Escalado,abierto en 1997,RAMT
383,Rani Peak,334,0,6693,0,1,0,Escalado,No hay,RANI
384,Ratna Chuli,335,1,7035,0,0,0,Escalado,abierto en 2002,RATC
385,Rathong,336,1,6682,0,0,0,Escalado,No hay,RATH
386,Raungsiyar,337,1,6224,0,0,0,Escalado,abierto en 2014,RAUN
387,Rhimbu,227,1,6210,0,0,0,Sin escalar,abierto en 2014,RHIM
388,Ripimo Shar,338,1,6647,0,0,0,Escalado,abierto en 2014 (as Khang Karpo),RIPI
389,Roc Noir,9,1,7485,0,0,0,Escalado,No hay,ROCN
390,Rokapi,339,1,6468,0,0,0,Escalado,abierto en 2002,ROKA
391,Rolwaling Kang,340,1,6664,0,0,0,Escalado,abierto en 2014,ROLK
392,Rolmi,227,1,6056,0,0,0,Escalado,abierto en 2014,ROLM
393,Roma,341,1,5407,0,0,0,Sin escalar,Delisted in 2014,ROMA
394,Saipal East Humla,342,1,6925,0,0,0,Escalado,No hay,SAIE
395,Saipal,343,1,7030,0,0,0,Escalado,No hay,SAIP
396,Saldim,344,1,6374,0,0,0,Sin escalar,abierto en 2003,SALD
397,Saldim West,344,1,6388,0,0,0,Escalado,abierto en 2003,SALW
398,Samdo,345,1,6335,0,0,0,Escalado,abierto en 2003,SAMD
399,Sano Bhrikuti,346,0,6328,0,1,0,Escalado,No hay,SANB
400,Sanctuary Peak,347,1,6207,0,0,0,Sin escalar,abierto en 2014,SANC
401,Sano Kailash,348,0,6452,0,1,0,Escalado,No hay,SANK
402,Saribung,87,1,6328,0,0,0,Escalado,abierto en 2002,SARI
403,Sat Peak,349,1,6164,0,0,0,Sin escalar,abierto en 2002,SATO
404,Saula,319,1,6235,0,0,0,Escalado,abierto en 2014,SAUL
405,Shartse II,350,1,7457,0,0,0,Escalado,No hay,SHA2
406,Shalbachum,351,1,6707,0,0,0,Escalado,abierto en 2003,SHAL
407,Shartse,350,1,7591,0,0,0,Sin escalar,No hay,SHAR
408,Shershon,352,1,6432,0,0,0,Sin escalar,abierto en 2003,SHER
409,Shey Shikhar,353,1,6139,0,0,0,Escalado,No hay,SHEY
410,Shershon Northwest,354,1,6682,0,0,0,Escalado,abierto en 2014,SHNW
411,Simnang Himal,355,1,6251,0,0,0,Escalado,abierto en 2001,SIMN
412,Singu Chuli,356,0,6501,1,0,1978,Escalado,No hay,SING
413,Sisne Himal,357,1,5911,0,0,0,Escalado,No hay,SISN
414,Sita Chuchura,358,1,6611,0,0,0,Escalado,No hay,SITA
415,Snow Peak,359,0,6530,0,1,0,Sin escalar,No hay,SNOW
416,Sobithongie,360,1,6652,0,1,0,Sin escalar,abierto en 2002,SOBI
417,Sharphu I,361,1,6433,0,0,0,Escalado,abierto en 2002,SPH1
418,Sharphu II,361,1,6328,0,0,0,Escalado,abierto en 2002,SPH2
419,Sharphu III,361,1,6220,0,0,0,Sin escalar,abierto en 2002,SPH3
420,Sharphu IV,361,1,6172,0,0,0,Escalado,abierto en 2002,SPH4
421,Sharphu V,361,1,6158,0,0,0,Sin escalar,abierto en 2002,SPH5
422,Sharphu VI,361,1,6076,0,0,0,Sin escalar,abierto en 2002,SPH6
423,Sphinx,362,1,6825,0,0,0,Escalado,abierto en 2014,SPHN
424,Serku Dolma,363,0,6227,0,1,0,Escalado,No hay,SRKU
425,Surma-Sarovar North,364,1,6564,0,0,0,Escalado,No hay,SURM
426,Swaksa Kang,365,1,6405,0,0,0,Sin escalar,abierto en 2003,SWAK
427,Swelokhan,366,1,6180,0,0,0,Sin escalar,abierto en 2003,SWEL
428,Syaokang,367,1,5929,0,0,0,Escalado,No hay,SYKG
429,Takla Kang,368,1,6276,0,0,0,Sin escalar,abierto en 2014,TAKL
430,Takphu North,262,1,6142,0,0,0,Escalado,abierto en 2014,TAKN
431,Takphu Himal,262,1,6395,0,0,0,Escalado,abierto en 2003,TAKP
432,Tankya I,369,1,6305,0,0,0,Sin escalar,abierto en 2014,TANK
433,Taple Shikhar,370,1,6447,0,0,0,Escalado,abierto en 2002,TAPL
434,Tarke Kang Shar,371,0,7069,0,1,0,Escalado,No hay,TARS
435,Tashi Kang,372,1,6386,0,0,0,Escalado,abierto en 2002,TASH
436,Tawa,373,0,6110,0,1,0,Escalado,No hay,TAWA
437,Tawoche,374,1,6495,0,0,0,Escalado,No hay,TAWO
438,Tengi Ragi Tau East,375,0,6675,0,1,0,Escalado,No hay,TENE
439,Tengkoma,376,1,6215,0,0,0,Escalado,abierto en 1997,TENG
440,Tengi Ragi Tau,224,1,6938,0,0,0,Escalado,abierto en 2002,TENR
441,Tengi Ragi Tau South,377,0,6141,0,1,0,Escalado,No hay,TENS
442,Thamserku,193,1,6618,0,0,0,Escalado,No hay,THAM
443,Tharpu Chuli,356,0,5695,1,0,1978,Escalado,No hay,THAR
444,Thoche Go,306,1,6602,0,0,0,Sin escalar,abierto en 2014,THOC
445,Thorong Peak,378,1,6144,0,0,0,Escalado,No hay,THOR
446,Tharke Kang,379,1,6710,0,0,0,Escalado,abierto en 2014,THRK
447,Thulagi,380,1,7059,0,0,0,Escalado,abierto en 2003,THUL
448,Tilicho,381,1,7134,0,0,0,Escalado,No hay,TILI
449,Tilje,382,1,6530,0,0,0,Sin escalar,abierto en 2002,TILJ
450,Til Kang,262,1,6369,0,0,0,Escalado,abierto en 2003,TILK
451,Tengkangpoche,383,1,6482,0,0,0,Escalado,abierto en 2001,TKPO
452,Takargo East,384,1,6152,0,0,0,Escalado,abierto en 2014,TKRE
453,Takargo,385,1,6771,0,0,0,Escalado,abierto en 2003,TKRG
454,Talung,386,1,7349,0,0,0,Escalado,abierto en 2002,TLNG
455,Tobsar,387,1,6065,0,0,0,Escalado,abierto en 2002,TOBS
456,Tongu,388,0,6187,0,1,0,Escalado,No hay,TONG
457,Triangle Peak,389,0,6484,0,1,0,Escalado,No hay,TRIA
458,Tripura Hiunchuli,390,1,6553,0,0,0,Escalado,No hay,TRIP
459,Tsartse,372,1,6343,0,0,0,Escalado,abierto en 2002,TSAR
460,Tsisima,391,0,6196,0,1,0,Escalado,No hay,TSIS
461,Tso Karpo,392,1,6518,0,0,0,Sin escalar,abierto en 2002,TSKP
462,Tso Karpo Kang,393,1,6556,0,0,0,Escalado,abierto en 2002,TSOK
463,Tsaurabong Peak,394,0,6395,0,1,0,Escalado,No hay,TSUR
464,Tukuche,395,1,6920,0,0,0,Escalado,No hay,TUKU
465,Tutse,396,1,6758,0,0,0,Sin escalar,abierto en 2003,TUTS
466,Urkinmang,397,1,6143,0,0,0,Escalado,No hay,URKM
467,Urkema,398,1,5890,0,0,0,Escalado,No hay,URMA
468,Yakawa Kang,399,1,6482,0,0,0,Escalado,abierto en 2003,YAKA
469,Yalung Kang,400,1,8505,0,0,0,Escalado,No hay,YALU
470,Yalung Kang West,401,1,8077,0,0,0,Sin escalar,abierto en 2014,YALW
471,Yangri,402,1,6535,0,0,0,Sin escalar,abierto en 2014,YANG
472,Yanme Kang,403,1,6206,0,0,0,Escalado,abierto en 2003,YANK
473,Yansa Tsenji,404,1,6567,0,0,0,Escalado,abierto en 2003,YANS
474,Yara Chuli,405,1,6236,0,0,0,Sin escalar,abierto en 2014,YARA
475,Yarwa,406,1,6644,0,0,0,Sin escalar,abierto en 2014,YARW
476,Yaupa,352,1,6422,0,0,0,Escalado,abierto en 2003,YAUP
477,Yalung Peak,407,0,7590,0,1,0,Sin escalar,No hay,YLNG
478,Yangra Kangri South,408,1,6863,0,0,0,Sin escalar,abierto en 2014,YNGS
479,Yokopahar,409,1,6423,0,0,0,Sin escalar,abierto en 2002,YOKO
480,Yubra,209,0,6264,0,1,0,Sin escalar,No hay,YUBR
